,District,Households surveyed,Women age 15-49 years interviewed,Men age 15-49 years interviewed,1. Population (female) age 6+ years who ever attended school (%),3. Sex ratio of the total population (females per 1000 males),4. Sex ratio at birth for children born in the last five years (females per 1000 males),8. Households using improved sanitation facility2 (%),9. Households using clean fuel for cooking3 (%),12. Women who are literate (%),13. Men who are literate (%),14. Women with 10 or more years of schooling (%),15. Women age 20-24 years married before age 18 years (%),19. Any modern method (%),29. Mothers who had antenatal check-up in the first trimester (%),30. Mothers who had at least 4 antenatal care visits (%),31. Mothers whose last birth was protected against neonatal tetanus6 (%),32. Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),33. Mothers who had full antenatal care7 (%),35. Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),39. Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40. Institutional births (%),42. Home delivery conducted by skilled health personnel (out of total deliveries) (%),47. Children age 12-23 months fully immunized (BCG measles and 3 doses each of polio/DPT) (%),53. Children age 9-59 months who received a vitamin A dose in last 6 months (%),62. Children under age 3 years breastfed within one hour of birth8 (%),65. Breastfeeding children age 6-23 months receiving an adequate diet9 10 (%),67. Total children age 6-23 months receiving an adequate diet9 10 (%),68. Children under 5 years who are stunted11 (%),72. Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),76. Children age 6-59 months who are anaemic (<11.0 g/dl) (%),79. All women age 15-49 years who are anaemic (%),91. Cervix (%),92. Breast (%),93. Oral cavity (%),State,Region,Zone
516,Ballia,974.25,1446.63,165.85,62.49,1079.34,902.65,20.98,19.29,63.06,93.65,34.91,21.57,24.92,56.69,36.54,89.97,9.36,6.98,56.37,22.96,72.6,7.29,42.65,30.14,23.68,10.01,10.96,39.84,21.01,59.81,49.2,10.1,3.75,13.02,UP,Rural,Central Zone
519,Jaunpur,1304.64,1912.74,200.76,62.47,1126.14,859.29,21.66,18.01,67.31,91.69,39.94,19.06,26.96,45.46,28.29,90.85,16.67,5.02,50.08,16.4,72.56,3.71,54.0,41.29,25.28,7.29,6.45,48.77,29.36,58.01,50.8,13.48,3.3,10.25,UP,Rural,Central Zone
522,Ghazipur,1094.23,1496.92,193.51,61.42,1117.57,1051.1,15.25,10.65,63.38,89.48,39.07,26.64,27.3,29.12,16.22,91.02,7.98,2.62,38.44,7.15,74.33,2.38,40.2,47.6,28.16,3.13,2.83,41.74,28.33,68.77,61.27,15.07,6.72,5.76,UP,Rural,Central Zone
525,Chandauli,589.84,870.32,134.36,64.45,1039.34,900.51,20.9,13.47,62.48,86.73,37.36,37.47,34.91,34.1,21.58,90.23,18.99,6.16,43.73,16.58,75.05,3.39,54.95,62.15,29.42,2.59,2.79,44.44,28.91,65.91,63.14,13.09,3.78,8.55,UP,Rural,Central Zone
527,Varanasi,634.08,847.73,132.55,75.8,936.34,967.91,68.15,78.62,77.3,83.64,49.03,12.03,42.24,59.07,41.11,92.45,20.56,13.04,70.84,27.39,79.02,4.19,51.21,38.67,18.46,5.91,4.52,38.62,21.39,58.22,49.35,11.11,4.5,10.28,UP,Urban,Central Zone
528,Varanasi,672.18,925.19,139.29,63.76,963.02,920.23,30.51,20.26,64.33,88.11,39.4,26.77,42.85,47.69,28.22,93.18,19.93,8.55,68.49,29.22,84.5,2.31,63.24,50.18,18.18,4.2,3.63,48.6,26.05,58.75,52.17,16.54,7.01,7.13,UP,Rural,Central Zone
531,Sant Ravidas Nagar,434.83,632.94,64.42,61.19,1089.43,927.19,15.42,19.01,60.84,88.52,32.26,30.01,32.7,58.1,37.22,89.72,13.6,8.21,55.99,24.19,81.85,4.67,47.39,29.33,19.08,9.35,9.27,51.4,24.1,63.35,55.32,8.57,4.74,16.18,UP,Rural,Central Zone
534,Mirzapur,731.65,898.31,116.84,59.39,979.35,987.61,17.27,10.31,59.06,78.03,32.41,33.28,39.76,33.3,10.72,89.97,19.17,3.13,43.01,21.53,72.96,7.34,42.31,55.79,30.05,8.57,7.79,50.09,28.76,64.33,57.48,14.27,6.82,11.14,UP,Rural,Central Zone
537,Sonbhadra,610.16,716.54,96.2,56.06,942.56,928.57,9.28,3.78,50.07,82.37,20.63,40.94,38.92,28.51,16.58,81.42,17.86,5.25,33.03,9.32,54.57,4.67,27.94,53.85,39.46,3.87,3.5,47.68,27.81,57.53,60.7,10.25,3.28,8.33,UP,Rural,Central Zone
540,Etah,530.27,660.35,99.06,65.17,940.52,798.47,14.91,15.27,62.27,86.72,26.86,30.2,25.96,47.75,14.41,80.25,10.3,2.7,54.39,35.37,59.99,1.36,46.15,32.24,19.97,4.5,4.46,52.54,25.73,39.64,36.85,6.18,1.87,5.72,UP,Rural,Central Zone
543,Kanshiram Nagar,415.24,483.88,57.6,55.54,974.62,846.17,11.45,5.83,45.21,74.04,18.74,26.29,24.79,41.77,11.24,76.52,1.87,0.98,58.91,26.36,59.65,2.97,44.21,24.47,22.12,4.57,3.71,53.92,31.1,40.0,32.39,11.77,2.07,3.71,UP,Rural,Central Zone
548,Kannur,482.21,498.06,70.46,97.38,1121.63,1086.57,98.79,54.58,98.79,100.0,67.32,7.83,47.68,96.52,91.33,100.0,76.69,71.66,100.0,56.71,100.0,0.0,88.89,62.28,82.12,17.64,17.34,28.86,9.95,43.7,36.68,67.91,45.96,40.64,KL,Urban,Southern Zone
552,Wayanad,242.75,256.67,46.57,88.77,1070.21,1230.46,95.07,31.79,92.51,94.38,60.88,14.25,52.16,94.71,91.45,94.8,73.58,67.23,83.25,52.51,99.74,0.0,71.86,68.24,62.49,19.59,20.84,26.18,12.54,44.8,32.23,55.99,20.86,45.52,KL,Rural,Southern Zone
555,Kozhikode,356.25,399.34,54.29,95.42,1102.13,1355.71,99.18,43.18,99.26,97.03,70.52,6.31,48.91,94.77,100.0,98.79,82.48,82.48,93.33,60.88,100.0,0.0,69.27,75.99,72.38,16.91,16.91,15.61,16.47,40.6,38.86,56.7,37.52,42.42,KL,Rural,Southern Zone
557,Malappuram,606.45,692.98,115.61,95.52,965.27,788.54,98.5,47.97,98.35,97.76,66.36,26.75,37.2,94.95,92.01,94.42,64.57,57.41,90.0,32.74,100.0,0.0,61.13,67.82,58.15,38.51,37.51,24.13,8.1,53.27,37.77,63.62,29.99,49.73,KL,Urban,Southern Zone
558,Malappuram,627.13,754.97,133.86,93.89,1032.03,1136.24,98.83,43.48,98.44,98.83,64.77,19.59,41.99,99.12,94.45,99.12,63.24,60.27,98.13,54.09,99.1,0.9,80.2,63.56,74.15,35.69,35.69,28.67,9.39,55.98,39.36,68.04,22.6,56.27,KL,Rural,Southern Zone
561,Palakkad,863.23,809.2,141.21,91.18,955.78,1041.05,96.95,46.34,95.4,97.86,62.75,13.07,59.22,92.34,92.26,97.67,77.32,68.44,87.71,53.06,100.0,0.0,87.84,66.94,70.39,17.29,18.38,18.64,14.08,39.22,41.47,58.1,28.07,45.53,KL,Rural,Southern Zone
579,Pathanamthitta,445.66,341.78,43.77,97.22,1108.19,1124.27,97.11,57.54,98.61,98.64,77.19,1.34,49.56,86.75,90.12,91.44,67.73,60.88,92.79,50.89,100.0,0.0,77.52,83.91,42.91,27.01,23.99,14.03,10.15,17.05,22.11,60.54,39.95,55.84,KL,Rural,Southern Zone
587,North West,1243.9,1214.85,158.72,80.38,835.23,724.93,65.97,96.91,76.03,95.52,47.86,16.13,47.89,53.91,65.8,88.29,52.04,35.44,59.83,26.57,78.07,3.27,74.09,61.19,36.7,5.4,8.54,38.52,14.64,73.38,50.85,28.47,11.19,12.67,DL,Urban,Northern Zone
590,North,316.94,330.56,31.64,83.02,824.0,1050.57,77.47,97.6,83.31,82.52,49.97,14.54,41.67,61.92,71.66,83.39,41.19,33.27,48.75,12.68,89.06,4.72,51.61,52.2,29.49,0.01,0.0,29.15,12.62,61.71,51.58,31.61,8.99,8.95,DL,Urban,Northern Zone
593,North East,824.4904303599379,853.02,82.79,79.26,890.97,778.02,75.53,98.83,83.66,82.55,52.19,11.99,51.31,63.88,59.39,92.68,39.75,27.53,63.16,21.02,78.63,4.39,55.2,54.35,27.29,10.59,8.97,27.85,12.69,46.6,33.44,21.59,11.12,17.47,DL,Urban,Northern Zone
596,East,532.11,494.82,57.12,85.04,874.16,854.17,80.81,98.15,84.59,90.35,63.41,5.8,34.6,56.2,60.95,82.79,41.92,28.85,58.35,8.83,85.22,2.32,63.96,53.61,30.19,0.94,3.69,22.53,9.05,48.65,38.74,20.57,5.36,9.61,DL,Urban,Northern Zone
602,Central,164.73,150.93,17.95,83.78,859.72,1596.35,74.6,97.75,86.69,94.26,62.54,5.85,42.05,69.61,81.15,95.24,69.09,59.2,75.24,23.19,96.34,2.91,69.53,57.42,32.19,12.1,8.59,36.61,9.72,77.21,48.77,30.33,12.78,18.16,DL,Urban,Northern Zone
608,South West,870.25,812.16,90.78,81.42,809.19,754.21,63.61,98.38,81.58,76.23,60.24,19.15,52.41,60.81,73.66,94.0,59.28,47.32,74.91,20.54,92.32,0.8,84.92,60.71,27.32,4.99,3.73,32.99,14.02,63.55,60.87,30.76,14.34,15.33,DL,Urban,Northern Zone
611,South,1106.27,1085.92,112.51,80.24,842.06,847.09,73.58,96.74,80.43,93.89,51.66,15.23,42.86,68.03,69.31,87.05,51.98,37.39,53.43,9.53,84.09,5.56,51.13,41.88,29.19,4.16,5.54,31.25,14.23,67.91,58.62,24.73,6.89,11.57,DL,Urban,Northern Zone
615,Mamit,658.95,632.64,95.72,78.79,934.31,933.82,61.68,27.48,77.46,92.89,18.82,18.08,33.46,58.85,36.25,76.84,47.17,26.35,42.17,10.67,50.07,12.7,34.58,56.4,86.49,6.03,5.1,30.48,10.54,20.15,28.61,12.7,3.5,9.07,MZ,Rural,North Eastern Zone
617,Kolasib,520.0,492.96,66.09,94.74,1031.16,1001.07,90.08,82.02,97.22,99.48,36.55,13.77,33.86,72.85,78.56,89.76,66.16,53.81,72.94,11.92,98.45,0.0,55.1,77.79,79.57,18.53,18.36,22.3,8.65,40.49,37.98,22.26,6.55,22.25,MZ,Urban,North Eastern Zone
618,Kolasib,159.13,138.64,19.81,87.47,902.24,983.14,79.06,37.08,87.94,96.31,15.4,19.31,32.86,53.44,42.47,74.46,45.62,26.46,54.91,3.38,63.35,6.04,44.02,59.75,82.05,21.13,18.38,33.4,9.91,42.65,40.31,18.82,6.44,12.59,MZ,Rural,North Eastern Zone
620,Aizwal,3864.87,4659.93,630.6,96.04,1066.11,878.53,90.66,98.7,98.8,99.21,55.39,5.68,40.32,80.77,81.67,88.18,58.23,49.28,77.98,14.36,98.5,0.56,43.3,76.52,66.0,17.05,17.59,22.03,6.78,7.34,17.54,27.49,11.03,37.71,MZ,Urban,North Eastern Zone
623,Champhai,523.64,539.0,72.25,96.12,1048.36,1171.28,94.81,79.82,98.29,100.0,43.66,12.75,30.11,70.79,66.75,93.37,54.76,37.81,78.97,8.99,95.13,1.06,51.0,79.57,55.12,19.51,18.0,25.39,6.04,7.96,11.41,16.47,5.2,10.6,MZ,Urban,North Eastern Zone
624,Champhai,648.83,650.61,95.32,93.3,979.77,923.78,81.27,29.99,96.03,99.14,19.26,22.54,34.11,53.27,47.58,81.01,51.15,28.44,56.36,8.26,72.04,8.11,46.5,74.32,62.96,22.13,21.77,37.42,7.2,7.92,13.92,18.45,4.98,7.92,MZ,Rural,North Eastern Zone
626,Serchhip,343.85,344.72,47.78,96.51,964.43,905.24,92.93,82.65,99.65,100.0,40.09,6.88,39.12,72.95,75.72,89.51,67.99,52.71,69.72,12.74,95.8,1.91,59.56,72.61,72.3,15.95,14.4,22.85,8.78,32.08,25.18,19.84,7.31,19.1,MZ,Urban,North Eastern Zone
627,Serchhip,138.7,126.6,17.07,94.29,896.99,1004.79,89.58,25.82,97.94,100.0,20.52,7.19,44.83,54.99,56.25,85.12,53.84,34.6,67.18,12.06,74.16,13.95,63.67,70.07,72.45,34.63,30.83,30.7,12.5,22.43,24.2,22.38,6.85,16.22,MZ,Rural,North Eastern Zone
629,Lunglei,752.44,795.12,91.31,96.06,980.54,759.64,92.44,88.97,99.2,100.0,53.99,6.78,36.57,70.58,73.46,87.2,54.02,42.51,77.41,14.79,97.19,0.73,53.42,71.46,56.43,12.61,14.26,19.75,8.3,19.09,32.46,19.32,6.5,14.36,MZ,Urban,North Eastern Zone
630,Lunglei,1004.85,948.39,129.2,88.1,917.14,887.52,66.63,24.58,87.3,98.34,18.8,25.75,24.12,48.94,33.18,74.23,31.06,15.14,51.77,7.94,60.46,4.66,41.34,61.14,63.27,10.92,9.88,28.8,11.04,31.69,40.9,19.27,6.04,11.76,MZ,Rural,North Eastern Zone
633,Lawngtlai,967.23,1010.72,106.55,65.15,994.14,1130.61,59.15,27.22,65.25,89.84,19.58,17.74,23.73,42.21,31.83,51.96,37.43,20.23,30.02,1.18,34.65,4.45,33.7,37.74,74.64,7.15,6.18,39.06,9.73,36.13,37.9,7.14,2.7,14.16,MZ,Rural,North Eastern Zone
635,Saiha,241.82,290.14,33.56,94.39,1010.0,1087.66,82.31,93.21,98.08,99.18,56.2,10.51,36.62,61.6,58.86,90.63,58.5,36.84,71.77,5.61,89.61,3.08,50.28,59.77,73.12,1.24,2.91,25.88,10.87,15.31,26.38,21.44,5.63,19.96,MZ,Urban,North Eastern Zone
636,Saiha,235.21,232.52,25.1,86.07,969.4,871.27,77.91,23.29,92.65,96.17,25.92,13.23,31.3,64.9,39.17,84.19,51.17,21.58,36.8,9.22,37.5,17.43,59.29,75.65,98.28,11.69,9.67,45.5,11.31,24.88,29.39,20.67,3.51,13.18,MZ,Rural,North Eastern Zone
638,Pashchim Champaran,1226.0,1298.0,181.0,49.9,934.0,874.0,12.4,7.8,39.5,70.4,11.9,38.2,3.6,18.9,12.3,80.7,12.7,2.2,26.2,10.8,63.9,12.0,30.4,60.0,30.8,9.4,10.2,45.9,29.2,63.2,56.8,13.4,4.3,4.7,BR,Rural,Eastern Zone
640,Purba Champaran,1675.0,2045.0,170.0,50.3,1054.0,862.0,19.8,12.1,44.0,63.2,12.1,39.7,5.7,22.3,12.2,80.4,3.4,1.0,21.2,4.7,47.0,14.4,51.3,45.7,41.6,7.7,8.0,47.2,29.5,66.5,53.6,9.4,3.1,2.9,BR,Rural,Eastern Zone
642,Sheohar,269.0,297.0,29.0,51.6,1155.0,897.0,20.6,9.9,40.4,70.6,13.8,48.2,17.7,27.3,13.4,88.2,2.5,0.9,35.2,8.9,52.9,9.1,59.6,50.3,33.2,11.0,10.0,53.1,33.4,64.0,55.0,5.9,5.0,4.4,BR,Rural,Eastern Zone
644,Sitamarhi,1313.0,1547.0,179.0,51.9,1105.0,978.0,17.5,9.1,36.2,65.1,10.8,50.5,31.9,32.7,16.8,90.6,5.1,2.7,39.4,9.6,37.9,10.4,60.7,55.3,36.0,7.1,7.4,58.1,34.4,68.6,61.1,8.7,7.4,4.3,BR,Rural,Eastern Zone
646,Madhubani,1591.0,1892.0,234.0,51.1,1151.0,941.0,18.2,10.9,40.1,76.3,18.0,41.5,16.2,27.8,14.3,85.4,13.7,5.0,33.9,6.2,51.2,13.5,50.3,62.0,32.3,9.2,9.8,51.9,32.7,62.3,61.1,14.6,7.9,9.1,BR,Rural,Eastern Zone
648,Supaul,784.0,1001.0,100.0,47.7,1129.0,919.0,15.3,5.7,36.1,81.7,13.6,56.7,34.0,31.5,11.0,88.2,8.6,3.2,47.9,8.8,61.1,12.1,66.3,78.3,23.0,3.6,4.7,47.7,38.6,72.5,68.2,6.8,2.2,3.3,BR,Rural,Eastern Zone
650,Araria,1016.0,1232.0,128.0,51.7,1108.0,965.0,9.8,2.2,36.6,64.8,11.5,45.7,29.5,37.7,15.7,88.2,8.1,1.9,43.4,10.6,51.2,11.0,53.0,59.4,30.1,12.0,10.6,49.0,40.0,63.3,67.4,15.3,10.3,7.2,BR,Rural,Eastern Zone
652,Kishanganj,574.0,718.0,80.0,45.8,1102.0,970.0,14.4,3.0,32.2,46.9,10.9,24.3,12.4,37.8,14.6,83.3,16.6,2.6,40.1,8.1,41.7,17.2,55.0,70.3,30.8,10.4,9.9,46.7,35.2,63.6,66.7,12.1,5.0,6.4,BR,Rural,Eastern Zone
654,Purnia,1053.0,1232.0,142.0,54.9,1107.0,926.0,11.0,2.7,35.6,74.4,11.9,36.9,30.3,34.2,7.7,90.9,7.2,1.6,44.8,13.1,59.2,6.7,62.7,70.5,40.9,13.7,13.2,53.9,39.9,67.1,69.0,15.9,3.1,3.6,BR,Rural,Eastern Zone
656,Katihar,1071.0,1106.0,111.0,49.0,1045.0,892.0,16.3,4.2,36.4,62.0,12.3,39.7,25.6,31.5,8.6,92.2,6.8,2.0,37.8,7.8,49.1,6.0,70.2,65.0,42.4,6.7,6.5,50.4,33.5,63.4,64.8,16.5,6.9,7.5,BR,Rural,Eastern Zone
658,Madhepura,712.0,831.0,77.0,44.6,1132.0,882.0,12.9,5.2,29.7,76.0,12.4,58.5,22.9,34.6,8.9,87.0,1.5,0.7,36.3,3.8,59.8,3.9,63.4,57.7,46.1,2.8,3.1,52.7,33.6,61.5,57.5,9.3,2.5,2.0,BR,Rural,Eastern Zone
660,Saharsa,627.0,757.0,82.0,46.0,1051.0,976.0,13.9,8.4,36.5,62.1,15.1,39.8,27.3,33.5,9.3,86.8,11.8,3.2,40.7,10.0,58.8,4.3,78.2,60.4,24.8,1.7,2.0,44.8,35.5,69.0,61.1,9.7,2.7,4.2,BR,Rural,Eastern Zone
662,Darbhanga,1440.0,1750.0,197.0,52.0,1158.0,964.0,25.1,12.7,40.9,79.7,15.9,43.5,15.8,24.0,8.4,83.6,6.6,2.3,24.1,6.2,46.9,14.2,54.0,73.1,21.3,5.4,6.9,49.2,32.9,70.0,65.2,10.8,3.9,6.5,BR,Rural,Eastern Zone
664,Muzaffarpur,1617.0,1885.0,229.0,56.5,1074.0,924.0,24.1,15.4,51.7,75.0,20.8,35.0,9.1,23.8,10.1,89.7,4.0,1.3,23.9,4.3,61.7,6.7,56.0,58.1,37.3,8.2,7.7,48.6,33.7,58.5,52.5,10.5,3.2,2.9,BR,Rural,Eastern Zone
666,Gopalganj,785.0,1128.0,117.0,62.5,1159.0,1035.0,26.1,19.3,57.5,85.1,26.8,27.0,8.6,39.8,19.8,88.1,13.9,3.8,27.2,8.0,74.8,7.5,65.2,68.0,31.6,6.1,7.3,36.0,25.3,62.6,58.7,9.0,4.5,7.3,BR,Rural,Eastern Zone
668,Siwan,977.0,1439.0,152.0,62.3,1126.0,976.0,22.2,17.1,61.3,88.7,28.7,26.4,9.2,40.0,21.0,90.6,20.1,8.9,36.3,8.3,75.1,9.0,63.4,70.3,30.9,10.1,10.4,38.2,25.0,63.2,60.8,16.0,5.2,5.8,BR,Rural,Eastern Zone
670,Saran,1115.0,1468.0,166.0,59.6,1074.0,998.0,22.0,11.5,55.0,80.8,24.1,29.8,7.8,31.3,17.7,87.1,6.5,3.0,33.0,13.0,61.6,17.2,55.0,58.6,42.0,4.5,5.5,46.0,24.3,61.3,52.7,15.0,7.1,7.6,BR,Rural,Eastern Zone
672,Vaishali,1054.0,1359.0,135.0,57.4,1050.0,851.0,30.4,16.1,51.2,80.6,25.8,48.7,23.1,32.2,18.6,90.8,14.6,5.8,40.4,7.2,78.3,6.0,70.6,75.7,35.0,11.7,10.3,53.6,29.4,67.8,63.4,24.1,5.8,5.0,BR,Rural,Eastern Zone
674,Samastipur,1489.0,1629.0,165.0,55.2,1062.0,1045.0,17.5,11.7,49.3,78.9,21.9,50.4,11.6,27.0,10.4,84.1,9.3,1.6,33.6,11.2,72.9,5.0,58.5,63.9,37.5,5.3,5.3,49.2,30.0,64.6,59.2,11.8,3.1,5.7,BR,Rural,Eastern Zone
676,Begusarai,898.0,1141.0,149.0,54.6,1050.0,1016.0,30.5,12.3,47.3,67.1,18.5,55.0,33.5,32.1,7.9,85.5,6.2,1.1,56.5,14.2,77.1,4.9,80.1,70.3,27.4,2.1,3.1,44.6,33.4,61.9,58.1,12.0,4.8,10.8,BR,Rural,Eastern Zone
678,Khagaria,560.0,667.0,77.0,52.5,1054.0,984.0,28.9,10.5,41.8,74.0,18.5,47.4,27.2,32.9,12.5,90.6,5.9,2.0,55.6,14.6,70.9,7.8,65.7,66.7,32.2,6.3,7.0,50.5,31.5,63.6,59.4,8.5,4.3,7.8,BR,Rural,Eastern Zone
680,Bhagalpur,892.0,1099.0,142.0,54.8,1014.0,855.0,26.5,10.8,46.3,75.8,18.4,33.9,19.0,41.6,16.4,93.5,19.1,3.9,44.9,6.2,66.3,8.0,68.4,70.3,35.3,4.5,6.3,48.6,29.0,71.0,59.9,11.1,2.3,3.5,BR,Rural,Eastern Zone
682,Banka,728.0,894.0,121.0,52.0,1005.0,745.0,13.8,8.1,42.0,78.4,16.6,46.8,24.8,40.8,16.5,95.7,17.1,5.8,44.9,6.9,71.1,3.9,65.2,64.0,36.1,6.0,5.9,50.3,32.2,70.0,66.7,11.7,2.1,2.7,BR,Rural,Eastern Zone
684,Munger,375.0,397.0,52.0,64.0,986.0,904.0,27.4,15.7,57.2,84.7,23.9,39.0,33.2,37.9,22.1,92.9,9.3,5.0,57.2,29.9,81.5,4.4,61.9,69.0,37.3,12.4,11.9,48.4,30.9,61.0,64.6,11.5,3.0,3.0,BR,Rural,Eastern Zone
686,Lakhisarai,262.0,335.0,36.0,59.2,1056.0,952.0,35.6,11.3,50.7,80.3,25.1,43.4,32.1,37.1,17.1,94.3,3.6,2.3,42.9,17.1,63.9,3.8,62.7,59.8,37.6,8.7,9.5,51.2,28.4,64.8,60.8,16.5,4.0,4.3,BR,Rural,Eastern Zone
688,Sheikhpura,158.0,210.0,21.0,55.8,1120.0,1020.0,29.6,7.8,43.6,69.6,17.7,41.1,30.9,41.9,12.3,93.4,10.8,3.2,57.8,29.0,73.9,8.0,63.9,65.3,40.4,18.8,18.1,47.5,36.8,67.2,66.3,18.3,10.8,6.3,BR,Rural,Eastern Zone
690,Nalanda,769.0,849.0,90.0,54.4,1058.0,885.0,24.4,13.2,44.8,76.4,21.0,49.4,30.8,37.5,8.5,94.5,6.5,1.2,57.1,7.8,78.8,4.6,63.3,64.2,42.6,4.3,6.0,55.7,33.3,59.8,63.4,14.1,8.6,5.0,BR,Rural,Eastern Zone
692,Patna,1138.0,1464.0,232.0,75.6,923.0,969.0,67.6,81.1,75.1,93.3,52.2,25.3,41.8,63.5,31.6,94.1,16.2,9.7,54.6,5.6,91.0,2.3,69.8,63.0,34.9,7.7,8.2,34.7,19.9,47.6,51.7,3.8,2.1,10.3,BR,Urban,Eastern Zone
693,Patna,1027.0,1316.0,184.0,59.9,1009.0,1059.0,30.3,19.2,53.2,76.0,25.6,30.2,34.1,41.9,13.1,93.5,25.3,6.2,70.7,11.5,82.7,2.0,69.7,49.5,42.0,1.3,1.1,51.4,28.6,55.0,63.0,15.4,4.0,4.9,BR,Rural,Eastern Zone
695,Bhojpur,677.0,1009.0,115.0,60.9,1066.0,986.0,21.2,13.3,54.1,85.7,25.9,33.6,23.4,39.5,14.3,96.2,8.9,3.3,50.3,8.1,79.1,2.9,70.6,63.2,28.8,8.7,9.9,44.3,24.7,69.0,58.3,9.3,1.8,2.6,BR,Rural,Eastern Zone
697,Buxar,458.0,633.0,80.0,64.3,1054.0,961.0,23.3,15.5,59.6,87.6,26.7,32.5,32.6,43.4,21.0,93.2,7.4,3.9,58.2,19.1,81.2,4.0,62.5,64.2,30.8,8.9,8.7,45.4,25.4,59.9,51.7,16.3,5.5,5.0,BR,Rural,Eastern Zone
699,Kaimur (Bhabua),478.0,581.0,74.0,59.9,1026.0,885.0,19.0,9.1,58.0,79.1,27.3,31.7,34.0,29.9,8.7,92.8,2.7,1.2,55.7,4.3,79.7,3.2,72.2,48.5,41.0,4.5,4.6,55.0,29.0,63.5,57.8,14.0,5.2,5.0,BR,Rural,Eastern Zone
701,Rohtas,770.0,1133.0,135.0,66.2,1031.0,846.0,22.1,10.9,62.6,78.6,29.6,30.3,40.5,40.9,13.1,94.7,7.1,1.8,59.0,28.1,82.1,2.0,75.6,62.8,17.5,0.8,0.6,48.1,27.5,63.5,63.0,7.8,1.5,9.5,BR,Rural,Eastern Zone
703,Aurangabad,690.0,864.0,74.0,60.0,1088.0,919.0,22.6,10.4,56.9,90.1,29.3,34.9,32.1,40.9,15.7,98.2,7.9,4.6,58.5,4.0,70.4,3.4,78.3,60.2,42.6,9.4,9.5,48.8,32.7,54.5,53.9,14.8,5.7,6.2,BR,Rural,Eastern Zone
705,Gaya,1176.0,1804.0,183.0,54.9,1096.0,943.0,23.3,10.2,48.1,78.4,23.2,51.3,32.5,30.8,9.2,95.2,5.7,3.6,51.0,14.7,54.5,13.2,69.9,67.6,25.6,7.5,7.1,53.5,37.4,59.4,63.0,7.3,1.8,7.1,BR,Rural,Eastern Zone
707,Nawada,592.0,774.0,77.0,53.4,1158.0,948.0,23.8,14.0,43.2,65.5,21.8,44.5,29.7,42.3,12.9,94.1,8.2,2.1,50.5,17.2,65.0,4.7,62.9,59.0,37.5,13.4,11.5,50.4,33.1,56.8,60.8,13.0,8.8,3.8,BR,Rural,Eastern Zone
709,Jamui,536.0,682.0,84.0,52.3,1046.0,903.0,12.7,6.6,42.8,76.8,15.3,51.9,23.5,35.2,10.1,88.5,13.5,2.5,39.5,5.7,58.0,6.7,56.1,49.5,32.5,4.3,4.3,46.7,37.9,60.0,62.1,6.8,2.3,3.8,BR,Rural,Eastern Zone
711,Jehanabad,327.0,379.0,39.0,56.8,1135.0,841.0,24.9,10.3,51.0,74.6,29.7,39.7,31.0,42.5,15.0,95.5,14.1,4.1,67.7,34.0,82.7,2.7,66.9,58.7,50.5,13.4,15.0,54.7,31.2,62.6,58.5,13.5,5.3,5.3,BR,Rural,Eastern Zone
713,Arwal,206.0,273.0,28.0,59.3,1141.0,917.0,20.8,7.9,54.2,82.4,30.5,38.9,26.7,43.2,11.6,95.2,5.9,2.2,50.4,7.8,69.8,4.3,74.9,58.8,37.6,3.4,3.9,51.1,31.4,65.3,56.4,11.9,1.9,2.6,BR,Rural,Eastern Zone
715,Srikakulam,660.0,673.0,85.0,54.3,1026.0,865.0,26.6,31.6,55.7,76.2,31.2,25.1,69.5,80.3,72.6,99.4,64.3,41.6,88.6,22.5,90.2,7.1,55.7,89.6,26.5,4.1,3.1,28.1,22.7,73.0,71.8,37.2,5.9,9.3,AP,Rural,Southern Zone
717,Vizianagaram,635.0,689.0,75.0,51.6,1069.0,917.0,18.6,34.8,49.3,63.6,28.4,30.2,70.8,79.4,67.9,92.0,49.7,37.2,80.7,32.0,89.0,5.8,50.6,74.9,40.0,6.7,8.7,42.0,29.7,80.9,77.1,31.6,3.7,10.7,AP,Rural,Southern Zone
722,East Godavari,595.0,608.0,90.0,64.1,921.0,968.0,50.1,37.3,66.8,78.1,28.2,37.2,73.5,83.8,74.9,95.6,58.0,43.6,79.9,53.8,96.7,2.2,58.2,79.0,38.7,5.2,4.2,29.7,18.2,65.7,69.1,36.4,5.5,14.3,AP,Rural,Southern Zone
724,West Godavari,627.0,593.0,76.0,68.7,1019.0,755.0,55.6,54.2,68.0,63.1,34.7,33.3,76.5,84.4,70.6,88.6,41.7,28.3,86.2,17.5,96.9,1.3,84.7,72.2,30.6,3.9,2.8,26.8,16.3,55.5,61.5,35.9,6.1,15.6,AP,Rural,Southern Zone
732,Prakasam,651.0,624.0,73.0,49.8,1015.0,768.0,49.6,62.0,52.1,68.2,25.5,46.6,72.2,71.8,73.7,98.3,52.4,41.3,73.3,22.5,90.4,5.8,61.7,70.3,29.2,8.5,11.4,27.8,17.9,57.8,59.4,24.9,3.0,9.4,AP,Rural,Southern Zone
